index,sanityId,title,slug,sku,sourceUrl,categoryPath,productType,isActive,recordType,verificationStatus,galleryAssetCount,galleryImageUrlCount,rawImageUrlCount,sectionCount,variantCount,optionGroupCount,officialTitle,officialSubtitle,officialSku,officialSourceUrl,officialGalleryCount,officialSectionCount,verifiedAt,notes
1,prod_kent__somnosuite-y-adapter,2-Accessory Connector,somnosuite-y-adapter,10-4500-09,https://www.kentscientific.com/products/somnosuite-y-adapter/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNRESOLVED,6,0,6,0,3,1,,,,https://www.kentscientific.com/products/somnosuite-y-adapter/,0,0,2026-07-28T09:28:05.228Z,preflight=UNRESOLVED; official_fetch_failed:403 Forbidden
2,prod_kent__3-accessory-connector,3 Accessory Connector,3-accessory-connector,10-1000-185,https://www.kentscientific.com/products/3-accessory-connector/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,4,0,1,0,2,1,,,,,,,,
3,prod_kent__ac-adapters-and-power-cords,AC Adapters and Power Cords,ac-adapters-and-power-cords,10-1000-32,https://www.kentscientific.com/products/ac-adapters-and-power-cords/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,4,0,3,0,3,1,,,,,,,,
4,prod_kent__accuris-mini-balances,Accuris™ Mini Balances,accuris-mini-balances,SCL-W1005-100,https://www.kentscientific.com/products/accuris-mini-balances/,laboratory-animal-handling > scales,variant,true,PRODUCT,UNVERIFIED,3,0,2,0,4,1,,,,,,,,
5,prod_kent__acrylic-brain-matrices,Acrylic Brain Matrices,acrylic-brain-matrices,RBMA-200C,https://www.kentscientific.com/products/acrylic-brain-matrices/,tissue-collection > brain-matricies,variant,true,PRODUCT,UNVERIFIED,6,0,1,0,4,1,,,,,,,,
6,prod_kent__activated-charcoal-absorption-filters-1,Activated Charcoal Absorption Filters,activated-charcoal-absorption-filters-1,10-2001-8,https://www.kentscientific.com/products/activated-charcoal-absorption-filters-1/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,6,0,2,0,3,1,,,,,,,,
7,prod_kent__aeroneb-lab-control-module,Aeroneb® Lab Control Module,aeroneb-lab-control-module,NEB-7000,https://www.kentscientific.com/products/aeroneb-lab-control-module/,nebulizers,simple,true,PRODUCT,UNVERIFIED,5,0,1,0,0,0,,,,,,,,
8,prod_kent__aeroneb-lab-control-module-kit,Aeroneb® Lab Control Module Kit,aeroneb-lab-control-module-kit,NEB-7000SM,https://www.kentscientific.com/products/aeroneb-lab-control-module-kit/,nebulizers,variant,true,PRODUCT,UNVERIFIED,4,0,1,0,2,1,,,,,,,,
9,prod_kent__aeroneb-lab-nebulizer-unit,Aeroneb® Lab Nebulizer,aeroneb-lab-nebulizer-unit,NEB-1000,https://www.kentscientific.com/products/aeroneb-lab-nebulizer-unit/,nebulizers,variant,true,PRODUCT,UNVERIFIED,4,0,2,0,2,1,,,,,,,,
10,prod_kent__analog-output-cable,Analog Output Cable,analog-output-cable,CBL-ANAOUT-MINI,https://www.kentscientific.com/products/analog-output-cable/,physiological-monitoring-accessories,simple,true,PRODUCT,UNVERIFIED,4,0,1,0,0,0,,,,,,,,
11,prod_kent__anesthesia-mask-nebulizer-delivery-system,Anesthesia Mask Nebulizer Delivery System,anesthesia-mask-nebulizer-delivery-system,NEB-0801,https://www.kentscientific.com/products/anesthesia-mask-nebulizer-delivery-system/,nebulizers,variant,true,PRODUCT,UNVERIFIED,6,0,2,0,4,1,,,,,,,,
12,prod_kent__anesthesia-mask-tubing-kits-for-intubation,Anesthesia Mask Tubing Kits for Intubation,anesthesia-mask-tubing-kits-for-intubation,N/A,https://www.kentscientific.com/products/anesthesia-mask-tubing-kits-for-intubation/,ventilation > intubation,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
13,prod_kent__anesthesia-masks-breathing-circuits-for-somnosuite,Anesthesia Masks Breathing Circuits for SomnoSuite®,anesthesia-masks-breathing-circuits-for-somnosuite,SOMNO-0304,https://www.kentscientific.com/products/anesthesia-masks-breathing-circuits-for-somnosuite/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,5,1,,,,,,,,
14,prod_kent__anesthesia-masks-breathing-circuits-for-traditional-vaporizers,Anesthesia Masks Breathing Circuits for Traditional Vaporizers,anesthesia-masks-breathing-circuits-for-traditional-vaporizers,VETFLO-0304,https://www.kentscientific.com/products/anesthesia-masks-breathing-circuits-for-traditional-vaporizers/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,5,1,,,,,,,,
15,prod_kent__anesthetic-depth-indicator,Anesthetic Depth Indicator,anesthetic-depth-indicator,ANEST-IND,https://www.kentscientific.com/products/anesthetic-depth-indicator/,anesthesia > anesthesia-accessories,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
16,prod_kent__angled-5-tweezer-kit,Angled 5 Tweezer Kit,angled-5-tweezer-kit,INS750-KIT,https://www.kentscientific.com/products/angled-5-tweezer-kit/,surgery > surgical-instruments > surgical-tweezers,simple,true,PRODUCT,UNVERIFIED,3,0,3,0,0,0,,,,,,,,
17,prod_kent__chamber-nebulizer-delivery-system,Animal Chamber Nebulizer Delivery System,chamber-nebulizer-delivery-system,NEB-0530LG,https://www.kentscientific.com/products/chamber-nebulizer-delivery-system/,nebulizers,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,4,1,,,,,,,,
18,prod_kent__nose-cone-nebulizer-delivery-system,Animal Holder Nebulizer Delivery System,nose-cone-nebulizer-delivery-system,NEB-MS,https://www.kentscientific.com/products/nose-cone-nebulizer-delivery-system/,nebulizers,variant,true,PRODUCT,UNVERIFIED,5,0,5,0,7,2,,,,,,,,
19,prod_kent__animal-weighing-scale,Animal Weighing Scale,animal-weighing-scale,SCL-4000,https://www.kentscientific.com/products/animal-weighing-scale/,laboratory-animal-handling > scales,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
20,prod_kent__anipill,AniPill,anipill,,https://www.kentscientific.com/products/anipill/,physiological-monitoring,simple,true,PRODUCT,UNVERIFIED,3,0,3,0,0,0,,,,,,,,
21,prod_kent__anti-spill-device-for-funnel-filled-vaporizers,Anti-Spill Device for Funnel Filled Vaporizers,anti-spill-device-for-funnel-filled-vaporizers,VETFLO-7105,https://www.kentscientific.com/products/anti-spill-device-for-funnel-filled-vaporizers/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
22,prod_kent__somnosuite-anti-spill-anti-vapor-bottle-top-adapter,"Anti-Spill, Anti-Vapor Bottle Top Adapter",somnosuite-anti-spill-anti-vapor-bottle-top-adapter,SOMNO-FILL-SEVO,https://www.kentscientific.com/products/somnosuite-anti-spill-anti-vapor-bottle-top-adapter/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,6,0,6,0,2,1,,,,,,,,
23,prod_kent__arco-se,ARCO® SE Kit,arco-se,CL8786-KIT,https://www.kentscientific.com/products/arco-se/,clippers,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
24,prod_kent__autoclip-applier,Autoclip Applier,autoclip-applier,INS750545,https://www.kentscientific.com/products/autoclip-applier/,surgery > surgical-instruments > wound-closure > autoclips,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
25,prod_kent__autoclips-9-mm,Autoclips 9 mm,autoclips-9-mm,INS750546,https://www.kentscientific.com/products/autoclips-9-mm/,surgery > surgical-instruments > wound-closure > autoclips,simple,true,PRODUCT,UNVERIFIED,3,0,3,0,0,0,,,,,,,,
26,prod_kent__bluetooth-low-energy-handheld-reader,Bluetooth Low Energy Handheld Reader,bluetooth-low-energy-handheld-reader,LID-710,https://www.kentscientific.com/products/bluetooth-low-energy-handheld-reader/,rfid-transponder-system,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,2,1,,,,,,,,
27,prod_kent__cannula-adapter,Cannula Adapter,cannula-adapter,3468ADH,https://www.kentscientific.com/products/cannula-adapter/,physiological-monitoring-accessories,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
28,prod_kent__castroviejo-needle-holder-serrated,Castroviejo Needle Holder Serrated,castroviejo-needle-holder-serrated,INS600137,https://www.kentscientific.com/products/castroviejo-needle-holder-serrated/,surgery > surgical-instruments > needle-holders,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
29,prod_kent__coda-animal-holders,CODA® Animal Holders,coda-animal-holders,HLD-ML,https://www.kentscientific.com/products/coda-animal-holders/,noninvasive-blood-pressure-accessories,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,7,1,,,,,,,,
30,prod_kent__coda-cuff-storage-container,CODA® Cuff Storage Container,coda-cuff-storage-container,CODA-CSC,https://www.kentscientific.com/products/coda-cuff-storage-container/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor > coda-cuffs,simple,true,PRODUCT,UNVERIFIED,6,0,6,0,0,0,,,,,,,,
31,prod_kent__coda-data-acquisition-software,CODA® Data Acquisition Software,coda-data-acquisition-software,CODA-PCS42,https://www.kentscientific.com/products/coda-data-acquisition-software/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
32,prod_kent__coda-high-throughput-cuff-kits,CODA® High Throughput Cuff Kits,coda-high-throughput-cuff-kits,MSE-CUFFKIT,https://www.kentscientific.com/products/coda-high-throughput-cuff-kits/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor > coda-cuffs,variant,true,PRODUCT,UNVERIFIED,11,0,11,0,4,1,,,,,,,,
33,prod_kent__coda-high-throughput-occlusion-cuffs,CODA® High Throughput Occlusion Cuffs,coda-high-throughput-occlusion-cuffs,N/A,https://www.kentscientific.com/products/coda-high-throughput-occlusion-cuffs/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor > coda-cuffs,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,5,1,,,,,,,,
34,prod_kent__coda-high-throughput-system,CODA® High Throughput System,coda-high-throughput-system,CODA-HT2,https://www.kentscientific.com/products/coda-high-throughput-system/,noninvasive-blood-pressure,variant,true,PRODUCT,UNVERIFIED,7,0,7,0,4,1,,,,,,,,
35,prod_kent__coda-high-throughput-vpr-cuffs,CODA® High Throughput VPR Cuffs,coda-high-throughput-vpr-cuffs,N/A,https://www.kentscientific.com/products/coda-high-throughput-vpr-cuffs/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor > coda-cuffs,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,4,1,,,,,,,,
36,prod_kent__coda-monitor,CODA® Monitor,coda-monitor,CODA-M1,https://www.kentscientific.com/products/coda-monitor/,noninvasive-blood-pressure,simple,true,PRODUCT,UNVERIFIED,8,0,8,0,0,0,,,,,,,,
37,prod_kent__nose-cone-animal-holders-with-stand,CODA® Monitor Animal Holders,nose-cone-animal-holders-with-stand,HLD-ML-T,https://www.kentscientific.com/products/nose-cone-animal-holders-with-stand/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor,variant,true,PRODUCT,UNVERIFIED,6,0,6,0,7,2,,,,,,,,
38,prod_kent__coda-monitor-cuff-kits,CODA® Monitor Cuff Kits,coda-monitor-cuff-kits,M-OCC-L,https://www.kentscientific.com/products/coda-monitor-cuff-kits/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor,variant,true,PRODUCT,UNVERIFIED,11,0,11,0,4,1,,,,,,,,
39,prod_kent__coda-monitor-occlusion-cuff-kits,CODA® Monitor Occlusion Cuff Kits,coda-monitor-occlusion-cuff-kits,M-OCC-XS,https://www.kentscientific.com/products/coda-monitor-occlusion-cuff-kits/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,5,1,,,,,,,,
40,prod_kent__coda-monitor-vpr-cuff-kits,CODA® Monitor VPR Cuff Kits,coda-monitor-vpr-cuff-kits,M-OCC-L-1,https://www.kentscientific.com/products/coda-monitor-vpr-cuff-kits/,noninvasive-blood-pressure > noninvasive-blood-pressure-accessories > accessories-for-coda-monitor,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,4,1,,,,,,,,
41,prod_kent__curved-feeding-needles,Curved Feeding Needles,curved-feeding-needles,FNC-14-3-2,https://www.kentscientific.com/products/curved-feeding-needles/,feeding-needles,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,5,1,,,,,,,,
42,prod_kent__cylinder-bracket,Cylinder Bracket,cylinder-bracket,MC-101,https://www.kentscientific.com/products/cylinder-bracket/,mobile-carts,simple,true,PRODUCT,UNVERIFIED,5,0,5,0,0,0,,,,,,,,
43,prod_kent__disposable-sleeve-protectors-for-dct-15-and-dct-20-far-infrared-warming-pads,Disposable Sleeve Protectors for DCT-15 and DCT-20 Far Infrared Warming Pads,disposable-sleeve-protectors-for-dct-15-and-dct-20-far-infrared-warming-pads,DCT-1520P-3,https://www.kentscientific.com/products/disposable-sleeve-protectors-for-dct-15-and-dct-20-far-infrared-warming-pads/,warming,simple,true,PRODUCT,UNVERIFIED,3,0,3,0,0,0,,,,,,,,
44,prod_kent__dissecting-scissors-straight-10-cm-long,Dissecting Scissors Straight 10 cm Long,dissecting-scissors-straight-10-cm-long,INS600393-4,https://www.kentscientific.com/products/dissecting-scissors-straight-10-cm-long/,surgery > surgical-instruments > laboratory-scissors,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
45,prod_kent__ear-tag-applicator-with-spring-1,Ear Tag Applicator,ear-tag-applicator-with-spring-1,TAG-APP,https://www.kentscientific.com/products/ear-tag-applicator-with-spring-1/,ear-tags,simple,true,PRODUCT,UNVERIFIED,5,0,5,0,0,0,,,,,,,,
46,prod_kent__elastic-wire-positioner,Elastic Wire Positioners,elastic-wire-positioner,SURGI-5019-3,https://www.kentscientific.com/products/elastic-wire-positioner/,surgery > surgical-accessories > surgical-accessories-for-surgisuite,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
47,prod_kent__elizabethan-collars,Elizabethan Collars,elizabethan-collars,EC201V-10,https://www.kentscientific.com/products/elizabethan-collars/,animal-holders,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,4,1,,,,,,,,
48,prod_kent__endotracheal-intubation-kits,Endotracheal Intubation Kits,endotracheal-intubation-kits,ETI-MSE,https://www.kentscientific.com/products/endotracheal-intubation-kits/,ventilation > intubation,variant,true,PRODUCT,UNVERIFIED,12,0,12,0,2,1,,,,,,,,
49,prod_kent__endotracheal-tubes,Endotracheal Tubes,endotracheal-tubes,ETT-1610,https://www.kentscientific.com/products/endotracheal-tubes/,ventilation > intubation,variant,true,PRODUCT,UNVERIFIED,5,0,5,0,6,1,,,,,,,,
50,prod_kent__external-powerbank,External Powerbank,external-powerbank,EXT-PWRBANK,https://www.kentscientific.com/products/external-powerbank/,physiological-monitoring-accessories,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
51,prod_kent__far-infrared-warming-pad,Far Infrared Warming Pad,far-infrared-warming-pad,RT-0501,https://www.kentscientific.com/products/far-infrared-warming-pad/,warming,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
52,prod_kent__far-infrared-warming-pads-with-controller,Far Infrared Warming Pads with Controller,far-infrared-warming-pads-with-controller,RT-0515,https://www.kentscientific.com/products/far-infrared-warming-pads-with-controller/,warming,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
53,prod_kent__fiber-optic-lighting-assembly,Fiber Optic Lighting Assembly,fiber-optic-lighting-assembly,ETI-12,https://www.kentscientific.com/products/fiber-optic-lighting-assembly/,ventilation > intubation,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
54,prod_kent__fiber-optic-lighting-kits,Fiber Optic Lighting Kits,fiber-optic-lighting-kits,ETI-MSE-02,https://www.kentscientific.com/products/fiber-optic-lighting-kits/,ventilation > intubation,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
55,prod_kent__fine-dressing-forceps-10-cm-long,Fine Dressing Forceps 10 cm Long,fine-dressing-forceps-10-cm-long,INS650914-4,https://www.kentscientific.com/products/fine-dressing-forceps-10-cm-long/,surgery > surgical-instruments > forceps > dressing-forceps,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
56,prod_kent__fine-dressing-forceps-155-cm-long,"Fine Dressing Forceps, 15.5 cm Long",fine-dressing-forceps-155-cm-long,INS750363-4,https://www.kentscientific.com/products/fine-dressing-forceps-155-cm-long/,surgery > surgical-instruments > forceps > dressing-forceps,simple,true,PRODUCT,UNVERIFIED,3,0,3,0,0,0,,,,,,,,
57,prod_kent__flat-bottom-rodent-holders,Flat Bottom Rodent Holders,flat-bottom-rodent-holders,RSTR541,https://www.kentscientific.com/products/flat-bottom-rodent-holders/,animal-holders,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,4,1,,,,,,,,
58,prod_kent__glass-syringe-10-ml,"Glass Syringe, 10 mL",glass-syringe-10-ml,SOMNO-10ML,https://www.kentscientific.com/products/glass-syringe-10-ml/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
59,prod_kent__glass-syringe-5-ml,"Glass Syringe, 5 mL",glass-syringe-5-ml,N/A,https://www.kentscientific.com/products/glass-syringe-5-ml/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,2,1,,,,,,,,
60,prod_kent__hartman-mosquito-hemostatic-forceps-curved,Hartman Mosquito Hemostatic Forceps Curved,hartman-mosquito-hemostatic-forceps-curved,INS750452-2,https://www.kentscientific.com/products/hartman-mosquito-hemostatic-forceps-curved/,surgery > surgical-instruments > forceps > hemostat-forceps,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
61,prod_kent__hartman-mosquito-hemostatic-forceps-straight,"Hartman Mosquito Hemostatic Forceps, Straight",hartman-mosquito-hemostatic-forceps-straight,INS750451-2,https://www.kentscientific.com/products/hartman-mosquito-hemostatic-forceps-straight/,surgery > surgical-instruments > forceps > hemostat-forceps,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
62,prod_kent__holder-for-activated-charcoal-absorption-filter,Holder for Activated Charcoal Absorption Filter,holder-for-activated-charcoal-absorption-filter,SOMNO-2001H,https://www.kentscientific.com/products/holder-for-activated-charcoal-absorption-filter/,anesthesia > anesthesia-accessories,simple,true,PRODUCT,UNVERIFIED,6,0,6,0,0,0,,,,,,,,
63,prod_kent__htp-1500-heat-therapy-pump,HTP-1500 Heat Therapy Pump,htp-1500-heat-therapy-pump,HTP-1500,https://www.kentscientific.com/products/htp-1500-heat-therapy-pump/,warming > water-recirculators,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
64,prod_kent__humaneway-blood-collection-needles,Humaneway™ Blood Collection Needles,humaneway-blood-collection-needles,BLD-HW-BS,https://www.kentscientific.com/products/humaneway-blood-collection-needles/,tail-vein-training-materials,simple,true,PRODUCT,UNVERIFIED,3,0,3,0,0,0,,,,,,,,
65,prod_kent__humaneway-winged-infusion-sets,Humaneway™ Injection and Blood Collection Needles,humaneway-winged-infusion-sets,INF-HW-BI,https://www.kentscientific.com/products/humaneway-winged-infusion-sets/,blood-collection,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
66,prod_kent__humaneway-rodent-restraint,Humaneway™ Rodent Restraint Device,humaneway-rodent-restraint,RSTR-HW-MR1,https://www.kentscientific.com/products/humaneway-rodent-restraint/,tail-vein-training-materials,variant,true,PRODUCT,UNVERIFIED,5,0,5,0,6,1,,,,,,,,
67,prod_kent__tail-vein-simulator,Humaneway™ Tail Vein Simulator,tail-vein-simulator,TAIL-HW-MSBK,https://www.kentscientific.com/products/tail-vein-simulator/,tail-vein-training-materials,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,3,1,,,,,,,,
68,prod_kent__instrument-micro-bead-sterilizer,Instrument Micro Bead Sterilizer,instrument-micro-bead-sterilizer,INS700860,https://www.kentscientific.com/products/instrument-micro-bead-sterilizer/,instrument-cleaning,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
